Date,Open,High,Low,Close,Volume
2021-06-21 00:00:00+05:30,2845.641455585592,2863.944203079405,2834.0496729495662,2852.701171875,1130569
2021-06-22 00:00:00+05:30,2879.6325477944183,2899.7220365455437,2863.0729175256247,2877.192138671875,1708688
2021-06-23 00:00:00+05:30,2901.4214102067162,2901.4214102067162,2838.1461089982627,2842.50390625,1467104
2021-06-24 00:00:00+05:30,2862.201396615176,2948.485787073429,2857.4078193674954,2940.293212890625,4155204
2021-06-25 00:00:00+05:30,2941.731405400167,2962.997373554617,2919.7245265063507,2946.568603515625,2722861
2021-06-28 00:00:00+05:30,2955.8944020733243,2955.8944020733243,2904.908165151228,2908.176513671875,1355238
2021-06-29 00:00:00+05:30,2912.75147576147,2933.930411454228,2899.2423052425283,2911.749267578125,1497322
2021-06-30 00:00:00+05:30,2916.2376652341122,2947.6138026962844,2909.700969929493,2916.019775390625,1693146
2021-07-01 00:00:00+05:30,2926.6964036255704,2930.182641152224,2904.340990599126,2912.315673828125,990310
2021-07-02 00:00:00+05:30,2903.164590185935,2910.74711500687,2871.9627186504385,2898.327392578125,1682274
2021-07-05 00:00:00+05:30,2912.751969004065,2940.6418741531165,2877.889587567751,2894.44921875,1972858
2021-07-06 00:00:00+05:30,2887.476597920685,2900.5499903048712,2837.8849479232354,2843.28857421875,2159420
2021-07-07 00:00:00+05:30,2854.3573412344163,2861.068306777802,2825.2473392645243,2854.313720703125,2640710
2021-07-08 00:00:00+05:30,2874.403409022796,2874.403409022796,2816.7932373915455,2839.976806640625,2485811
2021-07-09 00:00:00+05:30,2832.567861149529,2860.4577600900784,2789.861453396813,2796.093017578125,6365067
2021-07-12 00:00:00+05:30,2819.4950656544133,2820.366625180118,2778.836898893528,2782.976806640625,1892226
2021-07-13 00:00:00+05:30,2801.1923556653715,2801.1923556653715,2767.2015336768995,2778.1396484375,1809339
2021-07-14 00:00:00+05:30,2777.660608194992,2808.165195985022,2775.9174888927046,2801.672119140625,2044279
2021-07-15 00:00:00+05:30,2819.1847651324792,2822.8969769583846,2789.836369868689,2797.65380859375,2232968
2021-07-16 00:00:00+05:30,2806.4321146858747,2812.4154119318237,2788.089421125836,2790.53515625,1256526
2021-07-19 00:00:00+05:30,2777.6074802121598,2794.902060002589,2774.1136343251005,2781.62548828125,1597058
2021-07-20 00:00:00+05:30,2781.625724283251,2808.1788699787835,2756.7755727052318,2800.14306640625,1811945
2021-07-22 00:00:00+05:30,2786.342357051715,2816.8697957122436,2786.342357051715,2809.358154296875,2859334
2021-07-23 00:00:00+05:30,2821.2805602259114,2831.369082897258,2800.88514951478,2806.30078125,1776193
2021-07-26 00:00:00+05:30,2795.076949858996,2816.2583923696466,2787.0848620044726,2792.93701171875,1259611
2021-07-27 00:00:00+05:30,2795.0771333129255,2803.8117493545283,2761.143064692313,2780.1845703125,1121367
2021-07-28 00:00:00+05:30,2784.5953079467704,2798.9637072093665,2736.030762446464,2793.1552734375,1660654
2021-07-29 00:00:00+05:30,2795.2950640095637,2817.3062503618876,2786.604165049208,2791.408203125,1731997
2021-07-30 00:00:00+05:30,2811.6732338642078,2815.6038115443534,2762.1917134787022,2766.646240234375,2999943
2021-08-02 00:00:00+05:30,2777.608397030272,2816.8267447585235,2766.2533941493307,2812.022705078125,2608669
2021-08-03 00:00:00+05:30,2820.407229235337,2873.688381599337,2811.6288983685017,2869.233642578125,3804735
2021-08-04 00:00:00+05:30,2882.423149896209,2886.9651073617065,2848.532798696424,2859.66943359375,2929598
2021-08-05 00:00:00+05:30,2860.5866144070887,2895.5250768731294,2849.668344886451,2868.404052734375,2534521
2021-08-06 00:00:00+05:30,2858.446952125607,2903.386511160593,2851.852274049138,2890.9833984375,2292362
2021-08-09 00:00:00+05:30,2903.2985994335254,2914.7410304017426,2891.1575698620823,2902.25048828125,1510489
2021-08-10 00:00:00+05:30,2896.049513909292,2926.009077718762,2896.049513909292,2912.03369140625,2040777
2021-08-11 00:00:00+05:30,2926.0961488608095,2934.8307642305435,2906.0939649630977,2921.030029296875,1929707
2021-08-12 00:00:00+05:30,2905.1331209034925,2941.818506074252,2905.1331209034925,2927.624755859375,1310205
2021-08-13 00:00:00+05:30,2935.486220194915,3039.646521246241,2932.6474698517973,3025.14697265625,4363584
2021-08-16 00:00:00+05:30,3022.177239931128,3052.180732221917,3001.6508916252374,3033.488525390625,2083489
2021-08-17 00:00:00+05:30,3041.4808209854054,3110.222208478217,3024.7976185870784,3103.452880859375,4336019
2021-08-18 00:00:00+05:30,3121.6207437384664,3140.094370801781,3089.084299979811,3110.003662109375,2631309
2021-08-20 00:00:00+05:30,3062.3562322767416,3122.6250799741447,3057.11546291175,3109.08642578125,2836148
2021-08-23 00:00:00+05:30,3126.9920590866773,3208.2239757054094,3111.182321198469,3177.128662109375,3744176
2021-08-24 00:00:00+05:30,3194.248127947744,3203.288538137121,3139.569362635241,3155.990478515625,2511141
2021-08-25 00:00:00+05:30,3153.195992277176,3229.842238349842,3150.619323520232,3195.99560546875,2123263
2021-08-26 00:00:00+05:30,3196.869122383676,3220.976745326856,3186.3001528276395,3207.2197265625,1902533
2021-08-27 00:00:00+05:30,3202.11010049132,3257.5749099242707,3189.0956084587892,3249.407958984375,3944728
2021-08-30 00:00:00+05:30,3244.9092501743835,3267.0515829812716,3220.976492013116,3232.94287109375,2033114
2021-08-31 00:00:00+05:30,3240.0181060067675,3322.7350832895377,3234.821052565711,3307.318359375,3207480
2021-09-01 00:00:00+05:30,3315.6598191363482,3333.740429346746,3237.9217464537523,3244.86572265625,2643336
2021-09-02 00:00:00+05:30,3261.504773428846,3370.818379183612,3251.023236931485,3351.2529296875,3403717
2021-09-03 00:00:00+05:30,3340.9902512143804,3368.8535878797816,3323.1280061155453,3355.8828125,1746812
2021-09-06 00:00:00+05:30,3362.563994365333,3386.9336930940144,3331.381467951916,3364.572998046875,1723693
2021-09-07 00:00:00+05:30,3375.0553326995914,3380.2523861240065,3326.359852679405,3333.041748046875,1585039
2021-09-08 00:00:00+05:30,3327.8878948707797,3332.2552018194287,3280.720979825367,3296.57421875,4147175
2021-09-09 00:00:00+05:30,3310.1574918649753,3326.753262811429,3288.5830322840793,3311.642333984375,1441148
2021-09-13 00:00:00+05:30,3290.3295846609585,3364.9231140500738,3290.3295846609585,3358.765380859375,1691473
2021-09-14 00:00:00+05:30,3362.783182604123,3403.4428595697864,3340.990360029368,3394.18408203125,1991188
2021-09-15 00:00:00+05:30,3390.864734115968,3476.3765236062077,3376.8019196637183,3454.14697265625,2461369
2021-09-16 00:00:00+05:30,3432.7034578675884,3477.9050873700435,3399.599354603407,3409.382080078125,2946666
2021-09-17 00:00:00+05:30,3423.9686293798904,3445.8051640060376,3323.520570099613,3343.479248046875,6477148
2021-09-20 00:00:00+05:30,3327.015226750993,3381.169845826488,3326.0108312122866,3339.680419921875,2002008
2021-09-21 00:00:00+05:30,3369.814591658296,3381.6500380706075,3338.06417965979,3374.13818359375,1568129
2021-09-22 00:00:00+05:30,3373.745249967666,3403.7487396255815,3364.9669187066097,3373.439453125,1744067
2021-09-23 00:00:00+05:30,3380.295965257923,3388.1571186654996,3349.7248131173474,3379.640869140625,2003869
2021-09-24 00:00:00+05:30,3397.765573794787,3445.2817988337056,3367.194418246505,3381.431884765625,2320754
2021-09-27 00:00:00+05:30,3406.4997674048227,3409.9936133201095,3321.6865725122584,3351.427978515625,1673362
2021-09-28 00:00:00+05:30,3362.8267262073114,3362.8267262073114,3276.572404333812,3300.94189453125,2253075
2021-09-29 00:00:00+05:30,3284.0401426210105,3324.394015769892,3251.154193681043,3312.078125,2489161
2021-09-30 00:00:00+05:30,3323.5210059352767,3323.5210059352767,3275.568054906828,3297.797607421875,2252412
